province_en,hr_uid,label_pr_hr,cases_30d_cumul_all_ages,cases_30d_cumul_0to19y,cases_30d_cumul_20to59y,cases_30d_cumul_60to79y,cases_30d_cumul_80plus,cases_30d_7dsmth_all_ages,cases_30d_7dsmth_0to19y,cases_30d_7dsmth_20to59y,cases_30d_7dsmth_60to79y,cases_30d_7dsmth_80plus,cases_30d_7d100ksmth_all_ages,cases_30d_7d100ksmth_0to19y,cases_30d_7d100ksmth_20to59y,cases_30d_7d100ksmth_60to79y,cases_30d_7d100ksmth_80plus,cases_30d_weektrends_all_ages,cases_30d_weektrends_0to19y,cases_30d_weektrends_20to59y,cases_30d_weektrends_60to79y,cases_30d_weektrends_80plus,hosp_30d_cumul_all_ages,hosp_30d_cumul_0to19y,hosp_30d_cumul_20to59y,hosp_30d_cumul_60to79y,hosp_30d_cumul_80plus,hosp_30d_7dsmth_all_ages,hosp_30d_7dsmth_0to19y,hosp_30d_7dsmth_20to59y,hosp_30d_7dsmth_60to79y,hosp_30d_7dsmth_80plus,hosp_30d_7d100ksmth_all_ages,hosp_30d_7d100ksmth_0to19y,hosp_30d_7d100ksmth_20to59y,hosp_30d_7d100ksmth_60to79y,hosp_30d_7d100ksmth_80plus,hosp_30d_weektrends_all_ages,hosp_30d_weektrends_0to19y,hosp_30d_weektrends_20to59y,hosp_30d_weektrends_60to79y,hosp_30d_weektrends_80plus,icu_30d_cumul_all_ages,icu_30d_cumul_0to19y,icu_30d_cumul_20to59y,icu_30d_cumul_60to79y,icu_30d_cumul_80plus,icu_30d_7dsmth_all_ages,icu_30d_7dsmth_0to19y,icu_30d_7dsmth_20to59y,icu_30d_7dsmth_60to79y,icu_30d_7dsmth_80plus,icu_30d_7d100ksmth_all_ages,icu_30d_7d100ksmth_0to19y,icu_30d_7d100ksmth_20to59y,icu_30d_7d100ksmth_60to79y,icu_30d_7d100ksmth_80plus,icu_30d_weektrends_all_ages,icu_30d_weektrends_0to19y,icu_30d_weektrends_20to59y,icu_30d_weektrends_60to79y,icu_30d_weektrends_80plus,cases_90d_cumul_all_ages,cases_90d_cumul_0to19y,cases_90d_cumul_20to59y,cases_90d_cumul_60to79y,cases_90d_cumul_80plus,cases_90d_7dsmth_all_ages,cases_90d_7dsmth_0to19y,cases_90d_7dsmth_20to59y,cases_90d_7dsmth_60to79y,cases_90d_7dsmth_80plus,cases_90d_7d100ksmth_all_ages,cases_90d_7d100ksmth_0to19y,cases_90d_7d100ksmth_20to59y,cases_90d_7d100ksmth_60to79y,cases_90d_7d100ksmth_80plus,cases_90d_weektrends_all_ages,cases_90d_weektrends_0to19y,cases_90d_weektrends_20to59y,cases_90d_weektrends_60to79y,cases_90d_weektrends_80plus,hosp_90d_cumul_all_ages,hosp_90d_cumul_0to19y,hosp_90d_cumul_20to59y,hosp_90d_cumul_60to79y,hosp_90d_cumul_80plus,hosp_90d_7dsmth_all_ages,hosp_90d_7dsmth_0to19y,hosp_90d_7dsmth_20to59y,hosp_90d_7dsmth_60to79y,hosp_90d_7dsmth_80plus,hosp_90d_7d100ksmth_all_ages,hosp_90d_7d100ksmth_0to19y,hosp_90d_7d100ksmth_20to59y,hosp_90d_7d100ksmth_60to79y,hosp_90d_7d100ksmth_80plus,hosp_90d_weektrends_all_ages,hosp_90d_weektrends_0to19y,hosp_90d_weektrends_20to59y,hosp_90d_weektrends_60to79y,hosp_90d_weektrends_80plus,icu_90d_cumul_all_ages,icu_90d_cumul_0to19y,icu_90d_cumul_20to59y,icu_90d_cumul_60to79y,icu_90d_cumul_80plus,icu_90d_7dsmth_all_ages,icu_90d_7dsmth_0to19y,icu_90d_7dsmth_20to59y,icu_90d_7dsmth_60to79y,icu_90d_7dsmth_80plus,icu_90d_7d100ksmth_all_ages,icu_90d_7d100ksmth_0to19y,icu_90d_7d100ksmth_20to59y,icu_90d_7d100ksmth_60to79y,icu_90d_7d100ksmth_80plus,icu_90d_weektrends_all_ages,icu_90d_weektrends_0to19y,icu_90d_weektrends_20to59y,icu_90d_weektrends_60to79y,icu_90d_weektrends_80plus
Quebec,2406,Montreal (QC),153626.8319,31813.19667,91927.28504,17611.99144,12274.35871,521.7825843,188.3187557,312.3291826,17.28253605,3.852110008,25.41672963,9.173259214,15.21397346,0.841855515,0.187641446,0.105248414,0.122333701,0.103556394,-0.023834695,0.076588855,7717.541433,115.9485108,1895.565852,2463.893914,3242.133157,8.877112209,0.485450696,5.31409662,1.738795981,1.338768912,0.432416044,0.023646955,0.258856775,0.084699085,0.06521323,0.078399874,0.119166949,0.10108737,0.024891043,0.049857606,1725.630732,19.29449743,585.661889,820.013774,300.6605715,1.847526466,0.06472676,1.19294029,0.459851277,0.13000814,0.089995493,0.003152927,0.058109722,0.022399973,0.006332871,0.066686773,0.119166949,0.106380512,-0.020567822,0.028189806,182128.2069,43597.32237,107456.1305,18563.48132,12511.27277,276.0688072,134.3503138,128.4292584,10.60090218,2.68833273,13.44768193,6.544384012,6.255961461,0.516384166,0.130952294,-0.14766375,-0.131223122,-0.165852879,-0.130989803,-0.129976345,8203.944138,146.0480195,2157.9453,2575.114045,3324.836773,4.909828157,0.340346338,2.169474995,1.391114616,1.008892208,0.239164316,0.016578727,0.105678037,0.067763059,0.049144493,-0.139052085,-0.132251591,-0.16524584,-0.117675116,-0.111118701,1824.330605,23.30776527,646.9557663,845.3307256,308.736348,0.980508106,0.045379512,0.537826371,0.292976569,0.104325654,0.047761865,0.002210497,0.026198244,0.014271282,0.005081843,-0.138396519,-0.13225159,-0.156674141,-0.118724166,-0.096886866
Quebec,2407,Outaouais (QC),14574.58786,3240.50696,8785.148251,1677.651058,871.2815929,47.37757434,10.95637693,33.67210176,2.371155283,0.377940368,11.92809902,2.758451668,8.47751641,0.596978115,0.095152827,0.267364322,0.332233906,0.256908846,0.199761776,-0.037649249,715.7323144,18.67805291,208.9790817,255.6747086,232.4004712,0.910104464,0.053889378,0.598721844,0.208030612,0.04946263,0.229134064,0.013567555,0.150738267,0.052375196,0.012453047,0.225181802,0.325840851,0.253668282,0.196186944,-0.024392588,91.41530081,0.279554518,37.38083114,49.85468586,3.900229302,0.168591885,0.007607912,0.091788395,0.06677682,0.002418758,0.042445835,0.001915419,0.023109268,0.016812185,0.000608963,0.217863678,0.325840854,0.245387551,0.181003559,-0.01242303,20079.62145,4744.510282,12460.87825,1976.726352,897.5065677,118.8464646,35.09367198,76.35638519,6.835272035,0.561135373,29.92159091,8.835420559,19.22400072,1.720894385,0.141275242,0.023273996,0.03873964,0.015187865,0.034852307,0.04035021,817.3022131,25.99996898,273.8083451,281.6869664,235.8069326,2.178010051,0.169839477,1.340716483,0.595225504,0.072228588,0.548350563,0.042759937,0.337547863,0.149858004,0.018184758,0.02284661,0.03727092,0.014065507,0.03608145,0.046677477,110.9963785,1.313236782,47.4604481,58.15631477,4.066378837,0.432246109,0.023977338,0.212240554,0.192513735,0.003514483,0.108825208,0.006036697,0.05343512,0.048468562,0.00088483,0.030577908,0.037270921,0.019698318,0.041570402,0.053976844
Quebec,2408,Abitibi Temiscamingue (QC),1629.088662,407.6550471,989.1443084,200.1328813,32.15642491,5.485021736,1.983015805,3.350332334,0.120861553,0.030812044,3.717600233,1.344034787,2.270765161,0.08191671,0.020883575,0.106069493,0.107604015,0.104514608,0.120796935,0.119915769,73.89816195,0.338011568,34.76061253,26.44297474,12.35656311,0.043988982,0.007950525,0.024951598,0.006316842,0.004770017,0.029814549,0.005388652,0.016911522,0.004281386,0.003232989,0.109564225,0.107436562,0.104211913,0.121585796,0.125733562,27.57350412,0,13.41994826,12.37760597,1.775949885,0.006707174,0,0.004794441,0.00158138,0.000331352,0.004545942,0,0.003249544,0.001071817,0.000224581,0.113411648,-1,0.108184319,0.125450954,0.13289644,2170.095137,604.5794914,1317.951324,212.3385975,35.2257239,13.04639163,4.787453089,7.884409913,0.299794353,0.074734274,8.842493411,3.244806963,5.343841017,0.20319255,0.050652881,0.092727511,0.096579979,0.090104313,0.099256691,0.0982093,78.25727473,1.127492696,37.20987963,27.08258116,12.83732125,0.105332729,0.019178469,0.058680197,0.015717027,0.011757036,0.071391691,0.012998651,0.039771859,0.010652578,0.007968603,0.093403848,0.096161789,0.08967756,0.099323515,0.099743729,28.24153445,0,13.89300581,12.53875342,1.809775217,0.016167155,0,0.01136588,0.003970189,0.000831086,0.010957663,0,0.007703488,0.002690887,0.000563288,0.093769135,-1,0.090940743,0.100343834,0.101382562
Quebec,2409,Cote Nord (QC),702.345177,142.1695248,425.7809652,118.8594199,15.53526711,2.136734968,0.79422107,1.207709749,0.118004141,0.016800008,2.355722976,0.875618573,1.331484553,0.130098056,0.018521794,0.159068444,0.238271754,0.116404137,0.108765241,0.209968137,43.71098204,0.077729167,12.60051121,21.32257901,9.710162652,0.021066056,0.0032071,0.009010456,0.006193896,0.002654603,0.023225057,0.003535787,0.009933913,0.006828691,0.002926666,0.139099667,0.236150398,0.11753001,0.109825686,0.177008379,16.59220739,4.72367E-05,6.226351495,9.385688453,0.980120208,0.003497926,9.07E-11,0.001745841,0.001564185,0.000187899,0.003856419,1E-10,0.001924768,0.001724494,0.000207156,0.113864849,-7.47E-11,0.114361974,0.109345696,0.148038649,996.8710381,262.5056601,582.1941538,134.2160418,17.95518238,8.958662624,3.732481094,4.682280405,0.469389295,0.07451183,9.876810972,4.115012672,5.162154266,0.517495695,0.08214834,0.167132201,0.17214446,0.162454706,0.173191948,0.17431076,46.54109835,0.562630271,13.7700561,22.12710735,10.08130462,0.085956955,0.01502126,0.034980614,0.024554676,0.011400406,0.094766444,0.016560747,0.038565679,0.027071216,0.012568802,0.168434813,0.171483733,0.161794,0.172890452,0.175401913,17.04225639,4.72422E-05,6.449969338,9.586582668,1.005657146,0.013575765,9.07E-11,0.006675975,0.006116951,0.000782839,0.014967107,1E-10,0.007360177,0.00674386,0.00086307,0.168331296,7.47E-11,0.162692335,0.173467692,0.176754227
Quebec,2410,Nord (QC),155.2143044,28.72066711,93.79836119,26.23505072,6.460225416,0.757371667,0.128573504,0.622847162,0.005951001,1.37E-11,5.555429232,0.943104997,4.568672794,0.043651441,1.002E-10,0.114427602,0.173602802,0.10288697,0.120940088,0,7.013455016,0,2.399120224,3.630195359,0.984139434,0.004955522,0,0.004641775,0.000313747,0,0.03634946,0,0.03404808,0.002301381,0,0.103418876,-1,0.102251487,0.120983483,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,223.6328811,42.09659541,148.2712232,26.80483713,6.460225417,1.414048705,0.305497264,1.096034344,0.012517096,1.37E-11,10.37224899,2.240866016,8.039568286,0.091814687,1.002E-10,0.02874292,0.058853968,0.020440422,0.047999616,0,7.448682879,0,2.804271081,3.660272364,0.984139434,0.008789579,0,0.008128196,0.000661383,0,0.064472819,0,0.059621477,0.004851342,0,0.021645486,-1,0.019519757,0.048512975,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Quebec,2411,Gaspesie Iles de la Madeleine (QC),2167.605359,414.7745251,1099.409268,470.5873688,182.8341971,1.077531558,0.479401668,0.533197363,0.056479788,0.008452739,1.19283056,0.530699037,0.590251027,0.06252329,0.009357207,0.198868332,0.237507151,0.170022527,0.164241224,0.178910594,109.3628649,0.125915494,19.40512263,51.1921935,38.63963329,0.010372884,0.001936965,0.003991966,0.003056786,0.001387167,0.011482813,0.002144226,0.004419118,0.003383871,0.001535598,0.168904383,0.237035272,0.171066757,0.143923685,0.130362522,26.23243484,0,5.745370993,19.53992319,0.947140661,0.001692986,0,0.000775055,0.00081631,0.000101621,0.00187414,0,0.000857988,0.000903657,0.000112495,0.12556009,-1,0.1579867,0.10070286,0.090483353,2337.974657,496.4447975,1177.868625,479.4804707,184.1807633,5.61265543,2.728235349,2.543670889,0.295903514,0.044845678,6.21322584,3.020164444,2.815851051,0.327566049,0.049644296,0.199821276,0.201225188,0.19743093,0.206535892,0.206342014,110.9534192,0.455530207,19.99268916,51.65942,38.84577984,0.052320568,0.010998767,0.019039654,0.015477357,0.00680479,0.057919021,0.012175667,0.021076952,0.017133479,0.007532923,0.201589124,0.200580823,0.19686072,0.206002152,0.206522028,26.47538973,0,5.857269259,19.6568325,0.961287962,0.007916149,0,0.003614602,0.003838589,0.000462959,0.0087632,0,0.004001375,0.004249329,0.000512496,0.201945428,-1,0.197206944,0.20583797,0.206938201
Quebec,2412,Chaudiere Appalaches (QC),23734.19735,5772.43672,13508.52744,2911.194939,1542.038248,152.8249951,52.03937496,93.45833549,5.781017845,1.546266842,35.65529099,12.14120148,21.80457552,1.348757599,0.360756394,0.133860707,0.130326414,0.133227262,0.14994526,0.241529572,741.5676907,37.48794581,192.8705162,242.4496285,268.7596002,2.321743995,0.486447975,1.191965844,0.49546377,0.147866406,0.541681403,0.113492195,0.278095144,0.115595652,0.034498413,0.138094799,0.122085269,0.126722495,0.149151501,0.259038779,177.7704926,0.921236566,47.81883581,106.1127166,22.91770358,0.564144199,0,0.402275921,0.158713012,0.003155266,0.131619344,0,0.093854183,0.037029012,0.000736149,0.145499209,-1,0.139156751,0.159502235,0.276137323,30384.06234,7781.893991,17754.52599,3217.422782,1630.219577,44.41580909,11.96797863,29.16305699,2.549453757,0.735319712,10.36256272,2.792224925,6.803973932,0.594807908,0.171555957,-0.208892852,-0.202289296,-0.213538206,-0.190971311,-0.190499171,849.6012661,55.99176822,246.4555484,269.0144339,278.1395155,0.796011586,0.109524106,0.366311794,0.228163452,0.092012234,0.185715856,0.025552848,0.085463465,0.053232354,0.021467188,-0.197745742,-0.202451958,-0.213189849,-0.184012194,-0.161318934,206.1846924,0.921236566,67.05481323,115.0684166,23.14022603,0.231891854,0,0.146231365,0.083191067,0.002469422,0.05410222,0,0.034116945,0.01940914,0.000576136,-0.185832172,-1,-0.195498514,-0.169571624,-0.141301851
Quebec,2413,Laval (QC),37942.56638,9820.922522,22160.02316,3964.320225,1997.300471,81.79244988,28.1230909,49.11259439,3.807087729,0.749676866,18.63268353,6.406565073,11.18806724,0.867271502,0.170779721,0.176260153,0.117850799,0.228436162,0.033677439,0.048470285,1460.207563,23.8061223,478.8099039,433.3259068,524.2656303,1.366812463,0.071908326,0.772674812,0.348025755,0.17420357,0.311365952,0.016381036,0.176018756,0.079281813,0.039684347,0.194130806,0.13771587,0.333251575,0.03566236,0.050550749,316.9027706,3.781085599,149.9778372,132.0503604,31.09348738,0.366341611,0.018748812,0.246480834,0.092029894,0.009082071,0.083454247,0.004271063,0.056149429,0.020964819,0.002068936,0.146810726,0.167206098,0.204083499,0.023800647,0.033662808,44478.98534,12092.63232,26055.18254,4271.829552,2059.340919,87.41359769,35.37794983,46.39191307,4.659631018,0.984103772,19.91320598,8.059254175,10.56828394,1.061484651,0.224183212,-0.112149315,-0.075265646,-0.141270927,-0.088318342,-0.074151193,1588.360448,30.0046652,557.7114414,461.4244694,539.2198723,1.859646047,0.099522834,1.073265656,0.430435107,0.256422449,0.423635633,0.022671744,0.244494686,0.09805503,0.058414173,-0.106229443,-0.072792927,-0.129330758,-0.084319075,-0.052313642,346.2259215,5.545137887,169.4897696,139.3165441,31.87446995,0.400623422,0.029723336,0.242977371,0.113725333,0.014197383,0.091263796,0.006771108,0.055351325,0.025907136,0.003234227,-0.106368547,-0.067871691,-0.128477469,-0.074919166,-0.033524469
Quebec,2414,Lanaudiere (QC),27290.99688,6515.874638,16089.1968,3238.497443,1447.427993,47.48275705,17.12969865,28.19465396,1.893821512,0.264582929,9.211939332,3.32326416,5.46993178,0.367412719,0.051330673,0.1470014,0.135980932,0.181682176,-0.138784233,0.020321601,854.8944567,17.17420366,228.476172,301.6243329,307.619748,0.7369859,0.071170097,0.492218739,0.130300381,0.043296683,0.14297968,0.013807425,0.095493384,0.025279054,0.008399816,0.098184923,0.177074002,0.180308744,-0.132090277,-0.004085387,256.2307855,2.135475147,98.43264394,125.3404686,30.32219788,0.17073195,0.007872502,0.095546852,0.057606684,0.009705912,0.033123021,0.001527313,0.018536662,0.011176042,0.001883005,0.031968682,0.13987267,0.154106032,-0.125077909,-0.020177256,32047.60304,8398.699081,18805.62298,3370.798825,1472.482151,97.82575442,41.81160599,52.67682851,2.791942578,0.54537734,18.97878242,8.111702051,10.21962031,0.541653586,0.105806471,0.015575236,0.035099903,-0.000554328,0.034381657,0.035877873,923.2586632,25.65175918,275.5658304,310.644799,311.3962746,1.369928984,0.190451352,0.909195998,0.188541072,0.081740562,0.26577443,0.036948703,0.176389471,0.036578097,0.015858159,0.01058498,0.033662425,-0.001535989,0.034179463,0.042255156,270.7017789,2.997185277,107.4670587,129.118817,31.11871794,0.290270064,0.019045136,0.176685894,0.077324187,0.017214848,0.056314131,0.00369487,0.034278122,0.015001356,0.003339784,0.016668601,0.033662423,0.003710536,0.035976697,0.048762169
Quebec,2415,Laurentides (QC),26504.13639,6093.147629,15954.52345,3064.344962,1392.120348,129.0564063,46.51959103,77.84992783,4.055067682,0.631819746,20.80668978,7.49996631,12.55109564,0.653764797,0.101863037,0.034101704,0.090560256,0.007290669,-0.051117231,0.082027314,1183.115141,17.32569867,338.3588886,437.585318,389.845236,2.188312419,0.157394725,1.557586088,0.350907522,0.122424085,0.35280339,0.025375441,0.251116635,0.056573898,0.019737416,0.010326162,0.117892141,0.008598641,-0.048143464,0.091245511,239.055239,2.04248983,84.04431711,129.1913007,23.77713139,0.634285926,0.028814686,0.464582984,0.12759258,0.013295677,0.102260638,0.004645552,0.074900846,0.020570689,0.002143551,0.023067851,0.104782655,0.031848661,-0.031638048,0.117483886,33370.66183,8829.355233,19851.12654,3260.15631,1430.02375,77.44857643,33.93151605,40.68085791,2.356017021,0.480185445,12.48638909,5.470495797,6.558635986,0.379841006,0.077416301,-0.113415389,-0.095091124,-0.129257971,-0.097288376,-0.09270054,1296.793162,27.45694515,416.6981377,454.765872,397.8722076,1.274989123,0.133172431,0.820199002,0.208673434,0.112944256,0.20555588,0.021470282,0.132233856,0.03364268,0.018209062,-0.114632364,-0.09010802,-0.12903609,-0.094888667,-0.069978504,273.5625173,3.825128734,109.2948366,135.7048341,24.73771782,0.40509035,0.022883987,0.285572234,0.082058457,0.014575673,0.065309344,0.003689395,0.046040433,0.013229602,0.002349914,-0.107713362,-0.092254637,-0.117002017,-0.087300993,-0.057323457
Quebec,2416,Monteregie (QC),59824.97529,13703.03595,34707.30672,7090.617307,4324.015311,160.7509611,58.39795208,92.51145981,8.559384771,1.282164436,11.30786045,4.107943668,6.507623163,0.602101088,0.090192534,0.089149617,0.164076331,0.056222114,-0.008139234,0.0600154,2748.045682,42.33954598,594.0333082,1042.754984,1068.917844,2.860054621,0.353539874,1.34694346,0.852159539,0.307411749,0.201187591,0.024869398,0.094749348,0.059944283,0.021624562,0.059314208,0.172386562,0.112164432,-0.045276437,0.043195549,532.5420409,8.830423131,175.5863,276.4864783,71.6388395,1.16406133,0.072866488,0.758869654,0.25850011,0.073825078,0.081884693,0.005125718,0.053381903,0.018183923,0.005193149,0.05291274,0.182049475,0.068898048,-0.017712921,0.042695123,72825.89381,19296.00916,41521.66827,7583.274886,4424.941495,234.2743388,107.7154667,116.7040625,7.976591296,1.878218368,16.47978658,7.577133333,8.209426829,0.561105082,0.132121333,-0.011890711,-0.002606316,-0.021341987,0.000216614,0.002962692,2955.35024,76.13573218,696.0946031,1090.454092,1092.665813,3.610154007,0.647718109,1.745965082,0.769181368,0.447289449,0.253952558,0.045563062,0.122818112,0.054107269,0.031464115,-0.010473139,-0.003805413,-0.022109826,-0.000658651,0.009586381,616.883557,15.84253933,232.3459,291.3484187,77.346699,1.468842842,0.134432187,0.98533653,0.24006061,0.109013515,0.103324234,0.009456493,0.069312481,0.016886816,0.007668443,-0.01090108,-0.003805781,-0.017219371,-0.000464428,0.015849233
Quebec,2417,Nunavik (QC),55.71009539,10.5550506,37.7922281,7.3628167,0,0.005653372,0.00217604,0.003525293,-4.79605E-05,0,0.040089153,0.015430718,0.024998533,-0.000340097,0,-0.18621545,-0.110784596,-0.226655878,-0.182081366,-1,2.097478851,0.000585118,1.269399074,0.827494659,0,3.46337E-05,8.57981E-06,2.60539E-05,0,0,0.000245594,6.08411E-05,0.000184753,0,0,-0.202562311,-0.112939001,-0.228239908,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,55.84559351,10.62026251,37.86368951,7.361641489,0,0.000583647,0.000352256,0.000236179,-4.78801E-06,0,0.004138751,0.002497916,0.001674788,-3.39527E-05,0,-0.225561237,-0.214927864,-0.241115049,-0.236642917,-1,2.098263751,0.000841119,1.269927973,0.827494659,0,3.1442E-06,1.37796E-06,1.76624E-06,0,0,2.22961E-05,9.77137E-06,1.25248E-05,0,0,-0.229688202,-0.215076695,-0.240715241,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1
Quebec,2418,Terres Cries de la Baie James (QC),213.5342459,48.56392825,147.9762214,12.81628976,4.177806469,0.064820146,6.51624E-06,0.061653759,0.003159871,1.81E-11,0.357510044,3.59398E-05,0.340046104,0.017428001,1E-10,-0.447824765,-0.707142796,-0.449348212,-0.415188188,0,20.90415424,0.003381946,19.98864115,0.912131086,5.81737E-08,0.000646759,2.36716E-08,0.000460562,0.000186173,1.81E-11,0.003567144,1.30559E-07,0.002540193,0.001026821,1E-10,-0.425519497,-0.707143712,-0.440927672,-0.383404834,0,11.69206792,0.641514222,0.103575674,10.94697802,5.217E-09,0.000258631,0,0.000195665,6.29659E-05,1.81E-11,0.001426455,0,0.001079172,0.000347283,1E-10,-0.339343943,-1,-0.341897381,-0.331281279,0,214.2560694,48.56396223,148.6597834,12.85451728,4.17780647,0.000376234,1.492E-10,0.000352306,2.39277E-05,1.81E-11,0.002075086,8.229E-10,0.001943114,0.000131971,1E-10,-0.437246989,-0.703321701,-0.437543814,-0.432837055,0,20.91212932,0.003382069,19.99398792,0.914759273,5.92797E-08,7.90606E-06,0,4.07258E-06,3.83347E-06,1.81E-11,4.36052E-05,0,2.2462E-05,2.11432E-05,1E-10,-0.359963236,-1,-0.385367483,-0.330569319,-5.5E-12,11.69644679,0.641514222,0.106885812,10.94804675,6.323E-09,1.03289E-05,0,7.87592E-06,2.45298E-06,1.81E-11,5.69682E-05,0,4.3439E-05,1.35292E-05,1E-10,-0.292462969,-1,-0.291406019,-0.295836884,0
Ontario,3526,Algoma (ON),577.4652077,126.924106,327.1836807,105.9381891,17.41923194,2.872786857,1.350167157,0.817746929,0.577781609,0.127091161,2.454618115,1.153634059,0.69871401,0.493678534,0.108591511,0.032621529,0.031504981,-0.006664407,0.073641578,0.137599261,16.00761672,0.454542125,7.729794182,5.43066367,2.39261674,0.087060439,0.008836361,0.018482091,0.040373143,0.019368843,0.074387743,0.007550122,0.0157918,0.034496346,0.016549475,0.067936216,0.031738762,-0.006844959,0.077011339,0.148678232,5.121440394,0.03487046,0.671077875,4.333515074,0.081976985,0.019526844,0.000685956,0.000544129,0.015620389,0.00267637,0.016684477,0.000586107,0.000464924,0.013346653,0.002286793,0.090404463,0.033077058,0.002220554,0.085074984,0.160965225,772.2190774,219.856554,374.007448,149.7216105,28.63346489,3.459978478,1.622695027,0.765871775,0.837655462,0.233756215,2.956336921,1.386492213,0.65438991,0.715724616,0.199730182,0.013594526,0.005609379,0.007174165,0.027119191,0.043675878,22.53470998,1.062231884,8.789348779,8.514007782,4.169121532,0.124964288,0.010598939,0.01733897,0.059202869,0.037823509,0.10677423,0.009056136,0.014815074,0.050585178,0.032317842,0.029226132,0.005435145,0.006904628,0.027772797,0.049167071,6.671177087,0.082182876,0.702809877,5.548635183,0.337549151,0.030449817,0.000827414,0.000519145,0.023548347,0.005554911,0.026017479,0.000706974,0.000443577,0.020120601,0.004746327,0.03331268,0.006063177,0.00614195,0.030006087,0.054580546
Ontario,3527,Brant (ON),4950.581286,1103.106182,3168.527696,553.6351845,125.312224,23.87032767,7.68397418,14.45454418,1.424023557,0.307785758,15.80460537,5.087579075,9.570390889,0.942849661,0.203785743,0.161788415,0.196730964,0.150464448,0.1301862,0.021513452,187.6357065,4.563742378,84.28413317,65.32985862,33.45797231,0.49690612,0.052546372,0.301308131,0.090598772,0.052452845,0.32900282,0.034791088,0.199496889,0.05998568,0.034729164,0.133071669,0.223820708,0.14960919,0.127599795,-0.013465522,26.03687328,0.105056412,10.70929769,11.98411389,3.238405287,0.118867489,0.005152837,0.069279691,0.035625978,0.008808983,0.07870247,0.003411706,0.045870262,0.023588052,0.00583245,0.134731513,0.244703507,0.152808901,0.123261588,0.000899638,7379.942798,1962.572208,4564.25877,698.3964345,154.7153853,49.12092265,18.4915144,26.94883363,3.052894051,0.627680568,32.52308927,12.24327926,17.84289208,2.021329006,0.415588919,-0.001664168,0.015140554,-0.014885969,0.012296663,0.020251579,236.1694253,10.40570873,113.291845,74.52031242,37.95155919,0.973333515,0.124941213,0.558337115,0.194485854,0.095569333,0.644446624,0.082723899,0.36967644,0.128769584,0.063276701,-0.001532702,0.013352543,-0.015497541,0.014556557,0.030829258,37.78211103,0.684227306,17.50902043,15.60305366,3.98580964,0.24106825,0.01248925,0.134471811,0.07788466,0.016222529,0.159611909,0.008269164,0.089034132,0.051567634,0.010740978,0.007377811,0.016131006,-0.005851962,0.022207512,0.042863359
Ontario,3530,Durham (ON),28464.7244,5284.0046,18619.72686,3480.475796,1080.517145,65.24973923,18.91950761,41.31614417,4.199582536,0.814504914,9.356746453,2.71303821,5.924693186,0.602215878,0.116799179,0.213289062,0.303445812,0.173071806,0.250520866,0.188214594,1240.416122,24.31768909,396.6152922,502.840153,316.642988,1.770851939,0.096167445,1.014359376,0.454522763,0.205802355,0.253938373,0.013790314,0.145458106,0.065178103,0.029511849,0.165432166,0.312647434,0.155680967,0.162572372,0.159188727,321.4819357,2.846379423,138.6427662,154.3573773,25.63541277,0.491589186,0.011113191,0.303920153,0.141973335,0.034582507,0.070493391,0.00159362,0.043581842,0.020358832,0.004959096,0.170676863,0.268602448,0.168018054,0.185832444,0.107264592,36686.42568,8425.211265,23196.3113,3875.630942,1189.272169,182.6112023,79.64451251,93.76446528,6.581436088,2.620788427,26.18626127,11.42094235,13.44572926,0.943771263,0.375818403,0.013139211,0.047919726,-0.010399712,-0.056027214,0.04058969,1423.882665,40.40722716,502.8796663,536.4960898,344.0996815,3.702089092,0.407593098,2.117172223,0.488796039,0.688527733,0.530875823,0.058448437,0.30360035,0.070092857,0.098734179,-0.004222446,0.04693547,-0.015152788,-0.074059126,0.057924183,373.2356962,4.512541626,172.1303035,166.6919433,29.90090766,1.051027107,0.040688266,0.697917275,0.204319281,0.108102286,0.150716222,0.005834656,0.10008063,0.029299178,0.015501758,-0.002888532,0.041071377,-0.001492093,-0.049525996,0.069653522
